Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
An Chi-Hong,03/22/2025,Hanwha,,KT,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Austin Dean,03/22/2025,LG,,Lotte,5,1,1,1,0,0,1,0,0,0.2,0.2,0.4,0.6,0,0,1,0,3,2,2025
Chae Eun-seong,03/22/2025,Hanwha,,KT,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Cheon Seong-ho,03/22/2025,KT,,Hanwha,3,0,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,1,2,2025
Choi Hyoung-woo,03/22/2025,Kia,,NC,4,0,1,1,0,0,2,0,0,0.25,0.25,0.5,0.75,0,0,0,0,3,2,2025
Choi In-ho,03/22/2025,Hanwha,,KT,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi Ji-Hoon,03/22/2025,SSG,,Doosan,4,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Choi Won-jun,03/22/2025,Kia,,NC,4,1,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Estevan Florial,03/22/2025,Hanwha,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Go Seung-min,03/22/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Guillermo Heredia,03/22/2025,SSG,,Doosan,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Ha Jae-hoon,03/22/2025,SSG,,Doosan,3,1,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,1,3,1,2025
Han Yoo-seom,03/22/2025,SSG,,Doosan,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Heo Kyoung-Min,03/22/2025,Doosan,,Hanwha,5,0,3,0,0,0,0,0,0,0.6,0.6,0.6,1.2,0,0,0,3,3,3,2025
Hong Chang-ki,03/22/2025,LG,,Lotte,3,0,2,1,0,0,2,1,1,0.667,0.8,1.0,1.8,0,0,0,1,4,3,2025
Hwang Seong-bin,03/22/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jake Cave,03/22/2025,Doosan,,SSG,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
Jang Sung-woo,03/22/2025,KT,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jeon Jun-woo,03/22/2025,Lotte,,LG,2,0,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,1,1,1,2025
Jung Soo-bin,03/22/2025,Doosan,,SSG,1,3,0,0,0,0,0,3,0,0.0,0.75,0.0,0.75,0,0,0,0,3,0,2025
Kang Baek-ho,03/22/2025,KT,,Hanwha,5,1,2,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0,0,0,1,3,3,2025
Kang Min-ho,03/22/2025,Samsung,,Kiwoom,5,1,2,2,0,0,2,0,0,0.4,0.4,0.8,1.2,0,0,0,0,5,4,2025
Kang Seung-ho,03/22/2025,Doosan,,SSG,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
Kang-nam Yoo,03/22/2025,Lotte,,LG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Kim Do-yeong,03/22/2025,Kia,,NC,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2025
Kim Hyun-soo,03/22/2025,LG,,Lotte,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2025
Kim Jae-hwan,03/22/2025,Doosan,,SSG,5,0,2,1,0,0,2,0,0,0.4,0.4,0.6,1.0,0,0,0,1,4,3,2025
Kim Ji-chan,03/22/2025,Samsung,,Kiwoom,5,2,3,0,0,0,0,0,0,0.6,0.6,0.6,1.2,0,0,0,3,5,3,2025
Kim Ju-won,03/22/2025,NC,,Kia,5,1,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,3,2,2025
Kim Min-hyuck,03/22/2025,KT,,Hanwha,4,0,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,1,2,3,2,2025
Kim Seong-yoon,03/22/2025,Samsung,,Kiwoom,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Sun-bin,03/22/2025,Kia,,NC,3,1,2,0,0,0,2,1,0,0.667,0.75,0.667,1.417,0,0,0,2,5,2,2025
Kim Tae-yean,03/22/2025,Hanwha,,KT,3,0,1,0,0,0,1,0,1,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Kim Young-woong,03/22/2025,Samsung,,Kiwoom,5,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2025
Koo Ja-wook,03/22/2025,Samsung,,Kiwoom,4,3,3,0,0,1,4,1,0,0.75,0.8,1.5,2.3,0,0,0,2,10,6,2025
Kwon Hui-dong,03/22/2025,NC,,Kia,2,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Lee Hyung-jong,03/22/2025,Kiwoom,,Samsung,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Lee Jae-hyeon,03/22/2025,Samsung,,Kiwoom,3,4,1,1,0,0,0,2,1,0.333,0.667,0.667,1.333,0,0,0,0,5,2,2025
Lee Woo-sung,03/22/2025,Kia,,NC,3,0,2,1,0,0,0,0,0,0.667,0.667,1.0,1.667,0,0,0,1,2,3,2025
Lewin Díaz,03/22/2025,Samsung,,Kiwoom,4,1,3,0,0,0,2,0,0,0.75,0.75,0.75,1.5,0,0,0,3,6,3,2025
Matthew Davidson,03/22/2025,NC,,Kia,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Mel Rojas Jr.,03/22/2025,KT,,Hanwha,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2025
Moon Bo-gyeong,03/22/2025,LG,,Lotte,5,3,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,0,1,7,5,2025
Moon Hyun-bin,03/22/2025,Unknown,,KT,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Moon Sung-Ju,03/22/2025,LG,,Lotte,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Seung-yeup,03/22/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Sung-bum,03/22/2025,Kia,,NC,4,1,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,1,1,3,1,2025
Park Byung-ho,03/22/2025,Samsung,,Kiwoom,4,1,2,1,0,0,2,1,0,0.5,0.6,0.75,1.35,0,0,0,1,5,3,2025
Park Chan-ho,03/22/2025,Kia,,NC,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Park Dong-won,03/22/2025,LG,,Lotte,3,2,1,0,0,0,0,2,0,0.333,0.6,0.333,0.933,0,0,0,1,3,1,2025
Park Hae-min,03/22/2025,LG,,Lotte,3,0,1,0,0,0,0,0,1,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Park Ji-hwan,03/22/2025,SSG,,Doosan,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
Park Kun-woo,03/22/2025,NC,,Kia,4,0,1,1,0,0,2,0,0,0.25,0.25,0.5,0.75,0,0,0,0,3,2,2025
Park Min-woo,03/22/2025,NC,,Kia,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,1,2,2025
Patrick Wisdom,03/22/2025,Kia,,NC,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Roh Si-Hwan,03/22/2025,Hanwha,,KT,4,1,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,1,0,0,1,4,5,2025
Ruben Cardenas,03/22/2025,Kiwoom,,Samsung,4,0,3,1,0,0,1,0,0,0.75,0.75,1.0,1.75,0,0,0,2,4,4,2025
Ryu Ji-hyuk,03/22/2025,Samsung,,Kiwoom,3,0,2,0,0,0,1,0,0,0.667,0.667,0.667,1.333,0,0,0,2,3,2,2025
Sang-su Kim,03/22/2025,KT,,Hanwha,4,1,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,0,0,0,1,4,5,2025
Shin Min-jae,03/22/2025,LG,,Lotte,1,0,1,0,0,0,1,0,0,1.0,1.0,1.0,2.0,0,0,0,1,2,1,2025
Son Ah-seop,03/22/2025,NC,,Kia,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Son Ho-young,03/22/2025,Lotte,,LG,4,0,2,0,0,0,2,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2025
Song Sung-mun,03/22/2025,Kiwoom,,Samsung,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2025
Víctor Reyes,03/22/2025,Lotte,,LG,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2025
Yang Eui-ji,03/22/2025,Doosan,,SSG,3,0,2,0,0,0,0,2,0,0.667,0.8,0.667,1.467,0,0,0,2,2,2,2025
Yang Suk-Hwan,03/22/2025,Doosan,,SSG,5,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Yasiel Puig,03/22/2025,Kiwoom,,Samsung,3,2,2,0,0,1,2,1,1,0.667,0.8,1.667,2.467,0,0,0,1,6,5,2025
Yoon Dong-hee,03/22/2025,Lotte,,LG,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Austin Dean,03/23/2025,LG,,Lotte,4,1,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,0,0,0,1,4,5,2025
Chae Eun-seong,03/23/2025,Hanwha,,KT,3,0,1,1,0,0,0,1,0,0.333,0.5,0.667,1.167,0,0,1,0,1,2,2025
Cheon Seong-ho,03/23/2025,KT,,Hanwha,3,0,0,0,0,0,0,1,1,0.0,0.4,0.0,0.4,0,0,0,0,0,0,2025
Choi Hyoung-woo,03/23/2025,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Choi In-ho,03/23/2025,Hanwha,,KT,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2025
Choi Ji-Hoon,03/23/2025,SSG,,Doosan,4,0,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Choi Won-jun,03/23/2025,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Estevan Florial,03/23/2025,Hanwha,,KT,4,0,0,0,0,0,1,1,0,0.0,0.2,0.0,0.2,0,0,1,0,1,0,2025
Go Seung-min,03/23/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Guillermo Heredia,03/23/2025,SSG,,Doosan,3,0,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,1,1,2,1,2025
Ha Jae-hoon,03/23/2025,SSG,,Doosan,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Han Yoo-seom,03/23/2025,SSG,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Heo Kyoung-Min,03/23/2025,Doosan,,Hanwha,5,1,2,0,0,0,1,0,0,0.4,0.4,0.4,0.8,0,0,0,2,4,2,2025
Hong Chang-ki,03/23/2025,LG,,Lotte,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Jake Cave,03/23/2025,Doosan,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jang Sung-woo,03/23/2025,KT,,Hanwha,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2025
Jeon Jun-woo,03/23/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jung Hoon,03/23/2025,Lotte,,LG,2,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Jung Soo-bin,03/23/2025,Doosan,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kang Baek-ho,03/23/2025,KT,,Hanwha,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Kang Min-ho,03/23/2025,Samsung,,Kiwoom,4,1,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,1,0,0,2,2,2025
Kang Seung-ho,03/23/2025,Doosan,,SSG,4,2,3,3,0,0,0,0,0,0.75,0.75,1.5,2.25,0,0,0,0,5,6,2025
Kang-nam Yoo,03/23/2025,Lotte,,LG,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Hyun-soo,03/23/2025,LG,,Lotte,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Jae-hwan,03/23/2025,Doosan,,SSG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Ji-chan,03/23/2025,Samsung,,Kiwoom,5,1,3,0,0,0,0,0,0,0.6,0.6,0.6,1.2,2,0,0,3,4,3,2025
Kim Ju-won,03/23/2025,NC,,Kia,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Min-hyuck,03/23/2025,KT,,Hanwha,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,1,0,0,1,2,1,2025
Kim Seong-yoon,03/23/2025,Samsung,,Kiwoom,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2025
Kim Sun-bin,03/23/2025,Kia,,NC,4,1,2,1,0,0,1,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2025
Kim Tae-yean,03/23/2025,Hanwha,,KT,4,1,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,3,2,2025
Kim Young-woong,03/23/2025,Samsung,,Kiwoom,4,2,3,0,0,1,1,0,0,0.75,0.75,1.5,2.25,0,0,0,2,6,6,2025
Koo Ja-wook,03/23/2025,Samsung,,Kiwoom,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kwon Hui-dong,03/23/2025,NC,,Kia,2,2,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,1,3,1,2025
Lee Jae-hyeon,03/23/2025,Samsung,,Kiwoom,2,1,1,0,0,0,1,2,0,0.5,0.75,0.5,1.25,0,0,0,1,3,1,2025
Lee Woo-sung,03/23/2025,Kia,,NC,4,1,1,0,0,1,2,0,0,0.25,0.25,1.0,1.25,0,0,0,0,4,4,2025
Lewin Díaz,03/23/2025,Samsung,,Kiwoom,5,2,2,0,0,2,3,0,0,0.4,0.4,1.6,2.0,0,0,0,0,7,8,2025
Matthew Davidson,03/23/2025,NC,,Kia,3,1,3,0,0,1,1,1,0,1.0,1.0,2.0,3.0,0,0,0,2,5,6,2025
Mel Rojas Jr.,03/23/2025,KT,,Hanwha,4,1,1,1,0,0,1,1,0,0.25,0.4,0.5,0.9,0,0,0,0,3,2,2025
Moon Bo-gyeong,03/23/2025,LG,,Lotte,3,1,2,0,0,1,2,1,0,0.667,0.75,1.667,2.417,0,0,0,1,5,5,2025
Moon Hyun-bin,03/23/2025,Unknown,,KT,4,1,2,2,0,0,0,1,0,0.5,0.6,1.0,1.6,0,0,0,0,3,4,2025
Moon Sung-Ju,03/23/2025,LG,,Lotte,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Seung-yeup,03/23/2025,Lotte,,LG,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,2,1,2025
Na Sung-bum,03/23/2025,Kia,,NC,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,1,2,2025
Park Byung-ho,03/23/2025,Samsung,,Kiwoom,5,1,1,0,0,1,2,0,0,0.2,0.2,0.8,1.0,0,0,0,0,4,4,2025
Park Chan-ho,03/23/2025,Kia,,NC,4,0,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,1,2,2025
Park Dong-won,03/23/2025,LG,,Lotte,4,2,2,0,0,1,2,0,0,0.5,0.5,1.25,1.75,0,0,0,1,6,5,2025
Park Hae-min,03/23/2025,LG,,Lotte,3,1,2,0,0,0,0,1,0,0.667,0.75,0.667,1.417,1,0,0,2,3,2,2025
Park Ji-hwan,03/23/2025,SSG,,Doosan,3,2,2,0,0,0,0,0,0,0.667,0.667,0.667,1.333,0,0,0,2,4,2,2025
Park Kun-woo,03/23/2025,NC,,Kia,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,2,1,2025
Park Min-woo,03/23/2025,NC,,Kia,5,0,3,1,1,0,2,0,0,0.6,0.6,1.2,1.8,0,1,0,1,5,6,2025
Patrick Wisdom,03/23/2025,Kia,,NC,2,1,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2025
Roh Si-Hwan,03/23/2025,Hanwha,,KT,5,1,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,0,1,5,5,2025
Ruben Cardenas,03/23/2025,Kiwoom,,Samsung,5,2,3,0,0,1,5,0,0,0.6,0.6,1.2,1.8,0,0,0,2,10,6,2025
Ryu Ji-hyuk,03/23/2025,Samsung,,Kiwoom,3,0,2,0,0,0,3,1,0,0.667,0.75,0.667,1.417,0,0,0,2,5,2,2025
Sang-su Kim,03/23/2025,KT,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Shin Min-jae,03/23/2025,LG,,Lotte,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,2025
Son Ah-seop,03/23/2025,NC,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Son Ho-young,03/23/2025,Lotte,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2025
Song Sung-mun,03/23/2025,Kiwoom,,Samsung,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,1,2,2025
Víctor Reyes,03/23/2025,Lotte,,LG,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Yang Eui-ji,03/23/2025,Doosan,,SSG,1,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Yang Suk-Hwan,03/23/2025,Doosan,,SSG,4,0,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,0,0,3,3,3,2025
Yasiel Puig,03/23/2025,Kiwoom,,Samsung,4,3,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,0,0,0,2,5,2,2025
Yoon Dong-hee,03/23/2025,Lotte,,LG,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2025
An Chi-Hong,03/25/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Austin Dean,03/25/2025,LG,,Hanwha,3,2,1,0,0,0,1,1,0,0.333,0.5,0.333,0.833,0,0,0,1,4,1,2025
Chae Eun-seong,03/25/2025,Hanwha,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Cheon Seong-ho,03/25/2025,KT,,Doosan,2,2,1,1,0,0,0,1,1,0.5,0.75,1.0,1.75,0,1,0,0,3,2,2025
Choi Hyoung-woo,03/25/2025,Kia,,Kiwoom,4,1,2,0,0,1,1,1,0,0.5,0.6,1.25,1.85,0,0,0,1,4,5,2025
Choi Ji-Hoon,03/25/2025,SSG,,Lotte,3,0,1,0,0,0,0,2,0,0.333,0.6,0.333,0.933,1,0,0,1,1,1,2025
Choi Won-jun,03/25/2025,Kia,,Kiwoom,5,2,2,0,0,1,1,0,0,0.4,0.4,1.0,1.4,1,0,0,1,5,5,2025
Eo Joon-seo,03/25/2025,Kiwoom,,Kia,4,2,2,0,0,1,1,0,0,0.5,0.5,1.25,1.75,0,0,0,1,5,5,2025
Estevan Florial,03/25/2025,Hanwha,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Go Seung-min,03/25/2025,Lotte,,SSG,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2025
Guillermo Heredia,03/25/2025,SSG,,Lotte,5,1,1,0,0,1,1,0,0,0.2,0.2,0.8,1.0,0,0,0,0,3,4,2025
Ha Jae-hoon,03/25/2025,SSG,,Lotte,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2025
Han Yoo-seom,03/25/2025,SSG,,Lotte,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Heo Kyoung-Min,03/25/2025,Doosan,,Doosan,5,1,2,0,0,1,1,0,0,0.4,0.4,1.0,1.4,0,0,0,1,4,5,2025
Hong Chang-ki,03/25/2025,LG,,Hanwha,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Hwang Seong-bin,03/25/2025,Lotte,,SSG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Jake Cave,03/25/2025,Doosan,,KT,3,0,2,1,0,0,1,1,0,0.667,0.75,1.0,1.75,0,0,0,1,3,3,2025
Jang Sung-woo,03/25/2025,KT,,Doosan,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2025
Jeon Jun-woo,03/25/2025,Lotte,,SSG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2025
Jung Hoon,03/25/2025,Lotte,,SSG,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Jung Soo-bin,03/25/2025,Doosan,,KT,4,1,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,1,1,0,3,4,3,2025
Kang Baek-ho,03/25/2025,KT,,Doosan,5,1,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,0,1,5,5,2025
Kang Min-ho,03/25/2025,Samsung,,NC,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2025
Kang Seung-ho,03/25/2025,Doosan,,KT,4,0,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,1,0,3,3,3,2025
Kang-nam Yoo,03/25/2025,Lotte,,SSG,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2025
Kim Hyun-soo,03/25/2025,LG,,Hanwha,1,0,0,0,0,0,0,0,1,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2025
Kim Jae-hwan,03/25/2025,Doosan,,KT,5,1,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,3,1,2025
Kim Ji-chan,03/25/2025,Samsung,,NC,3,3,2,0,1,0,0,1,0,0.667,0.75,1.333,2.083,0,0,0,1,5,4,2025
Kim Ju-won,03/25/2025,NC,,Samsung,2,2,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,1,3,1,2025
Kim Min-hyuck,03/25/2025,KT,,Doosan,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2025
Kim Seong-yoon,03/25/2025,Samsung,,NC,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,1,1,2025
Kim Sun-bin,03/25/2025,Kia,,Kiwoom,4,1,2,0,0,0,2,1,0,0.5,0.6,0.5,1.1,0,0,0,2,5,2,2025
Kim Tae-yean,03/25/2025,Hanwha,,LG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Kim Young-woong,03/25/2025,Samsung,,NC,4,2,3,0,0,1,4,0,0,0.75,0.75,1.5,2.25,0,0,0,2,9,6,2025
Koo Ja-wook,03/25/2025,Samsung,,NC,2,2,2,1,0,1,4,1,0,1.0,1.0,3.0,4.0,0,0,0,0,8,6,2025
Kwon Hui-dong,03/25/2025,NC,,Samsung,2,0,1,0,0,0,1,0,1,0.5,0.667,0.5,1.167,0,0,0,1,2,1,2025
Lee Jae-hyeon,03/25/2025,Samsung,,NC,2,1,1,0,0,1,3,1,0,0.5,0.667,2.0,2.667,0,0,0,0,5,4,2025
Lee Woo-sung,03/25/2025,Kia,,Kiwoom,5,0,2,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0,0,0,1,2,3,2025
Lewin Díaz,03/25/2025,Samsung,,NC,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2025
Matthew Davidson,03/25/2025,NC,,Samsung,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Mel Rojas Jr.,03/25/2025,KT,,Doosan,3,0,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,0,0,2025
Moon Bo-gyeong,03/25/2025,LG,,Hanwha,3,0,2,1,0,0,2,1,0,0.667,0.75,1.0,1.75,0,0,0,1,4,3,2025
Moon Hyun-bin,03/25/2025,Unknown,,LG,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2025
Moon Sung-Ju,03/25/2025,LG,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
Na Seung-yeup,03/25/2025,Lotte,,SSG,5,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,1,2,2025
Na Sung-bum,03/25/2025,Kia,,Kiwoom,4,3,3,0,0,2,3,1,0,0.75,0.8,2.25,3.05,0,0,0,1,9,9,2025
Park Byung-ho,03/25/2025,Samsung,,NC,3,2,1,0,0,1,1,2,0,0.333,0.6,1.333,1.933,0,0,0,0,4,4,2025
Park Chan-ho,03/25/2025,Kia,,Kiwoom,1,0,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,1,1,1,2025
Park Dong-won,03/25/2025,LG,,Hanwha,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2025
Park Hae-min,03/25/2025,LG,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2025
